8	7		
511	1				
746	1				
855	2				
911	1				
918	1				
1007	9				
2057	1				
2150	1				
2198	5				
2267	1				
6891	1				
6901	1				
15451	1				
22127	5				
31032	2				
31111	2				
31124	1				
31708	1				
32082	3				
32174	1				
32722	2				
35107	1				
35377	1				
36282	1				
39562	1				
39637	1				
39967	1				
40668	4				
258608	1				
260437	2				
262307	1				
263785	1				
269091	2				
271303	4				
275010	1				
275876	1				
282275	6				
284387	2				
289032	6				
309747	2				
311255	2				
311722	3				
315831	2				
319030	1				
320174	3				
324347	1				
341099	1				
341100	1				
353129	6				
353130	1				
356115	2				
362056	1				
378435	1				
397470	1				
424729	1				
426782	4				
435927	3				
451256	1				
470688	1				
475149	4				
475586	3				
477089	1				
480360	3				
490556	1				
493768	1				
494698	1				
508893	1				
511323	2				
517986	1				
533676	1				
538380	2				
545758	6				
548870	2				
551259	2				
551790	2				
554284	3				
558669	1				
561262	1				
561690	1				
562487	2				
563585	1				
567176	1				
567417	1				
570774	1				
572842	2				
584685	1				
586030	2				
586736	1				
588062	1				
590768	2				
591234	2				
594587	2				
599286	2				
601463	1				
602861	4				
604443	3				
606489	1				
607818	2				
610535	3				
611406	1				
613243	3				
614132	1				
616131	1				
616813	1				
621541	2				
626864	1				
627279	2				
628340	1				
628962	1				
629133	2				
630789	6				
631004	1				
638554	4				
640630	1				
640980	1				
641324	2				
642339	1				
642515	2				
643937	1				
644987	1				
645401	1				
650736	1				
652861	1				
653617	2				
654433	1				
657650	1				
658119	1				
658124	11				
659085	1				
659282	1				
663262	4				
664922	1				
665349	4				
665350	1				
665437	1				
1012041	1		google	uspto	
4242766	2		2	2	
4242863	10				
4242868	9				
4242871	9				
4242872	14				
4242873	5				
4242875	14				
4242972	12				
4242987	2				
4242992	15		15	15	
4243003	5				
4243004	12				
4243018	2				
4243019	7				
4243020	6				
4243021	6				
4243022	5				
4243023	2				
4243097	2				
4243100	5				
4243188	4				
4243392	6				
4243432	37				
4243454	2				
4243484	5				
4243485	8				
4243487	13				
4243493	7				
4243498	4				
4243553	46		47	47	maybe early patents?
4243554	34				
4243640	2				
4243645	3				
4243750	9				
4243751	4				
4243885	25				
4243889	13				
4243893	8				
4243928	10				
4244023	25				
4244153	6				
4244180	10				
4244181	4				
4244189	5				
4244190	13				
4244325	7				
4244329	1				
4244330	17				
4244331	2				
4244338	14				
4244342	7				
4244351	11				
4244352	6				
4244353	13				
4244354	8				
4244355	3				
4244356	1				
4244374	1				
4244519	9				
4244520	4				
4244529	7				
4244616	17				
4244699	13				
4244703	10				
4244750	7				
4244783	3				
4244784	8				
4244794	3				
4244810	15				
4244811	15				
4244908	4				
4245153	3				
4245162	7				
4245163	5				
4245314	8				
4245386	18				
4245398	4				
4245412	4				
4245463	2				
4245468	2				
4245470	2				
4245475	14				
4245476	3				
4245488	4				
4245605	40				
4245616	4				
4245617	10				
4245618	2				
4245619	5				
4245620	2				
4245621	1				
4245693	5				
4245787	19				
4245803	4				
4245895	15				
4245958	12				
4245977	5				
4245993	3				
4245999	12				
4246042	4				
4246043	5				
4246048	3				
4246050	7				
4246069	1				
4246071	3				
4246080	14				
4246082	3				
4246094	4				
4246095	4				
4246099	37				
4246103	13				
4246186	9				
4246297	38				
4246477	17				
4246491	6				
4246492	4				
4246531	27				
4246753	33				
4246754	9				
4246757	22				
4246762	9				
4246783	15				
4246873	18				
4246882	2				
4246885	2				
4246888	8				
4246890	15				
4246891	2				
4246892	7				
4246910	17				
4246956	6				
4247044	11				
4247182	2				
4247252	10				
4247253	30				
4247258	8				
4247302	11				
4247321	19				
4247379	4				
4247495	8				
4247525	9				
4247528	13				
4247638	1				
4247757	10				
4247785	8				
4247786	23				
4247811	13				
4247974	1				
4248039	14				
4248041	11				
4248043	2				
4248044	5				
4248047	8				
4248048	1				
4248049	12				
4248082	5				
4248182	18				
4248189	2				
4248204	2				
4248209	7				
4248210	1				
4248211	1				
4248212	4				
4248258	10				
4248294	9				
4248306	26				
4248533	9				
4248568	7				
4248643	3				
4248665	5				
4248666	7				
4248675	11				
4248682	18				
4248687	14				
4248706	5				
4248718	5				
4248972	10				
4249083	13				
4249084	14				
4249085	6				
4249088	12				
4249317	8				
4249371	22				
4249383	3				
4249386	3				
4249387	17				
4249470	26				
4249471	9				
4249511	5				
4249512	4				
4249513	1				
4249514	12				
4249515	7				
4249516	13				
4249517	19				
4249518	8				
4249519	4				
4249520	8				
4249639	5				
4249654	15				
4249867	5				
4249885	7				
4249886	11				
4249892	8				
4249929	22				
4249940	3				
4249957	10				
4249958	14				
4249959	8				
4249965	9				
4249994	6				
4250019	1				
4250020	1				
4250060	5				
4250108	7				
4250259	7				
4250332	1				
4250704	33				
4250712	6				
4250745	14				
4250816	13				
4250843	9				
4250852	7				
4250853	5				
4250857	12				
4250866	9				
4250871	10				
4250885	4				
4250957	5				
4251025	23				
4251040	9				
4251130	14				
4251135	8				
4251220	8				
4251227	13				
4251228	8				
4251230	8				
4251231	18				
4251233	17				
4251249	39				
4251284	2				
4251285	20				
4251286	19				
4251287	8				
4251289	29				
4251291	7				
4251321	7				
4251327	12				
4251372	8				
4251452	16				
4251674	4				
4251677	1				
4251987	27				
4251991	7				
4252013	7				
4252087	8				
4252098	36				
4252099	1				
4252103	3				
4252104	2				
4252105	7				
4252107	10				
4252109	3				
4252176	12				
4252185	13				
4252205	1				
4252573	4				
4252611	12				
4252612	2				
4252613	4				
4252628	32				
4252632	3				
4252636	12				
4252661	1				
4252666	1				
4252736	24				
4252772	21				
4252865	38				
4252900	7				
4252901	23				
4253030	1				
4253032	3				
4253093	5				
4253244	10				
4253300	26				
4253301	22				
4253307	4				
4253308	8				
4253309	4				
4253403	16				
4253404	14				
4253405	11				
4253407	6				
4253409	29				
4253425	17				
4253426	4				
4253427	1				
4253428	20				
4253444	3				
4253446	22				
4253764	6				
4253795	2				
4253801	4				
4253802	2				
4253819	1				
4253821	5				
4253823	11				
4253867	6				
4253880	5				
4253881	14				
4253882	43				
4253895	9				
4253919	7				
4253939	1				
4253985	14				
4253987	15				
4254086	40				
4254089	3				
4254093	5				
4254094	13				
4254190	8				
4254344	2				
4254546	12				
4254616	12				
4254626	1				
4254636	9				
4254715	11				
4254716	2				
4254739	1				
4254741	5				
4254749	9				
4254753	6				
4254758	2				
4254760	1				
4254761	1				
4254825	6				
4254828	5				
4254830	7				
4254863	14				
4254915	15				
4255066	1				
4255085	9				
4255115	4				
4255116	9				
4255121	6				
4255122	14				
4255129	16				
4255131	2				
4255135	2				
4255162	6				
4255185	5				
4255211	43				
4255212	5				
4255213	5				
4255234	9				
4255245	1				
4255273	28				
4255406	9				
4255487	41				
4255501	2				
4255518	5				
4255787	4				
4255789	64				
4255840	12				
4255841	2				
4255926	6				
4255933	3				
4255934	4				
4255936	18				
4255978	1				
4256060	5				
4256062	51				
4256063	16				
4256071	6				
4256087	16				
4256088	15				
4256089	9				
4256090	5				
4256091	7				
4256092	2				
4256116	31				
4256147	5				
4256149	1				
4256175	4				
4256191	4				
4256247	12				
4256282	15				
4256435	2				
4256451	5				
4256465	4				
4256503	28				
4256513	19				
4256521	4				
4256538	1				
4256541	15				
4256562	6				
4256566	6				
4256596	4				
4256608	3				
4256720	5				
4256837	12				
4256970	13				
4256971	6				
4257034	7				
4257105	12				
4257173	6				
4257223	6				
4257224	9				
4257232	6				
4257239	31				
4257335	3				
4257338	8				
4257376	4				
4257395	16				
4257396	13				
4257397	5				
4257398	10				
4257399	2				
4257401	18				
